2024-03-26 21:25:05.522278	1	21.0	49.0
2024-03-26 21:25:05.522278	2	10.4	64.0
2024-03-26 21:28:02.042284	1	21.0	49.0
2024-03-26 21:28:02.042284	2	10.4	64.0
2024-03-26 21:30:20.840102	1	21.0	49.0
2024-03-26 21:30:20.840102	2	10.4	64.0
2024-03-26 21:30:58.523825	1	21.0	49.0
2024-03-26 21:30:58.523825	2	10.3	64.0
2024-03-26 21:33:17.831478	1	21.0	48.0
2024-03-26 21:33:17.831478	2	10.3	64.0
2024-03-26 21:33:55.100235	1	21.0	48.0
2024-03-26 21:33:55.100235	2	10.3	64.0
2024-03-26 21:36:14.840881	1	21.0	48.0
2024-03-26 21:36:14.840881	2	10.3	64.0
2024-03-26 21:36:51.548281	1	21.0	48.0
2024-03-26 21:36:51.548281	2	10.3	64.0
2024-03-26 21:39:11.850073	1	21.0	48.0
2024-03-26 21:39:11.850073	2	10.3	64.0
2024-03-26 21:39:48.041321	1	21.0	48.0
2024-03-26 21:39:48.041321	2	10.2	64.0
2024-03-26 21:42:08.853054	1	21.0	48.0
2024-03-26 21:42:08.853054	2	10.2	64.0
2024-03-26 21:42:44.539544	1	21.0	48.0
2024-03-26 21:42:44.539544	2	10.2	65.0
2024-03-26 21:45:05.895062	1	21.0	48.0
2024-03-26 21:45:05.895062	2	10.2	65.0
2024-03-26 21:45:41.111385	1	21.0	48.0
2024-03-26 21:45:41.111385	2	10.2	65.0
2024-03-26 21:48:02.892122	1	21.0	49.0
2024-03-26 21:48:02.892122	2	10.2	65.0
2024-03-26 21:48:37.578618	1	21.0	49.0
2024-03-26 21:48:37.578618	2	10.1	65.0
2024-03-26 21:50:59.902086	1	21.0	48.0
2024-03-26 21:50:59.902086	2	10.1	65.0
2024-03-26 21:51:34.135914	1	21.0	48.0
2024-03-26 21:51:34.135914	2	10.1	65.0
2024-03-26 21:54:04.000370	1	21.0	48.0
2024-03-26 21:54:04.000370	2	10.1	65.0
2024-03-26 22:12:32.057583	1	21.0	48.0
2024-03-26 22:12:32.057583	2	10.1	65.0
2024-03-26 22:42:08.090409	1	21.0	48.0
2024-03-26 22:42:08.090409	2	10.1	65.0
2024-03-26 23:11:08.382562	1	21.0	48.0
2024-03-26 23:11:08.382562	2	10.1	65.0
2024-03-26 23:11:10.142418	1	21.0	48.0
2024-03-26 23:11:10.142418	2	10.1	65.0
2024-03-26 23:11:10.168000	1	21.0	48.0
2024-03-26 23:11:10.168000	2	10.0	65.0
2024-03-26 23:11:10.191721	1	21.0	48.0
2024-03-26 23:11:10.191721	2	10.0	65.0
2024-03-26 23:11:10.241855	1	21.0	48.0
2024-03-26 23:11:10.241855	2	10.1	65.0
2024-03-26 23:11:10.283991	1	21.0	48.0
2024-03-26 23:11:10.283991	2	10.1	65.0
2024-03-26 23:11:10.308508	1	21.0	48.0
2024-03-26 23:11:10.308508	2	10.0	65.0
2024-03-26 23:11:10.328771	1	21.0	48.0
2024-03-26 23:11:10.328771	2	10.0	65.0
2024-03-26 23:11:10.360368	1	21.0	48.0
2024-03-26 23:11:10.360368	2	10.0	65.0
2024-03-26 23:11:10.389214	1	21.0	48.0
2024-03-26 23:11:10.389214	2	10.0	65.0
2024-03-26 23:11:10.416387	1	21.0	48.0
2024-03-26 23:11:10.416387	2	10.0	65.0
2024-03-26 23:11:10.446426	1	21.0	48.0
2024-03-26 23:11:10.446426	2	10.0	65.0
2024-03-26 23:11:10.477565	1	21.0	48.0
2024-03-26 23:11:10.477565	2	10.0	65.0
2024-03-26 23:11:10.519190	1	21.0	48.0
2024-03-26 23:11:10.519190	2	10.0	65.0
2024-03-26 23:11:10.554692	1	21.0	48.0
2024-03-26 23:11:10.554692	2	10.0	65.0
2024-03-26 23:11:10.588648	1	21.0	48.0
2024-03-26 23:11:10.588648	2	10.0	65.0
2024-03-26 23:11:10.627525	1	21.0	48.0
2024-03-26 23:11:10.627525	2	10.0	65.0
2024-03-26 23:11:10.678154	1	21.0	48.0
2024-03-26 23:11:10.678154	2	10.0	65.0
2024-03-26 23:11:10.723945	1	21.0	48.0
2024-03-26 23:11:10.723945	2	9.9	65.0
2024-03-26 23:11:10.759517	1	21.0	48.0
2024-03-26 23:11:10.759517	2	9.9	65.0
2024-03-26 23:11:10.785928	1	21.0	48.0
2024-03-26 23:11:10.785928	2	9.9	65.0
2024-03-26 23:11:10.812889	1	21.0	48.0
2024-03-26 23:11:10.812889	2	9.9	65.0
2024-03-26 23:11:10.838721	1	21.0	48.0
2024-03-26 23:11:10.838721	2	9.9	65.0
2024-03-26 23:11:10.869066	1	21.0	48.0
2024-03-26 23:11:10.869066	2	9.9	65.0
2024-03-26 23:11:10.895676	1	21.0	48.0
2024-03-26 23:11:10.895676	2	9.8	65.0
2024-03-26 23:11:10.923329	1	21.0	48.0
2024-03-26 23:11:10.923329	2	9.8	65.0
2024-03-26 23:11:10.947746	1	21.0	48.0
2024-03-26 23:11:10.947746	2	9.8	65.0
2024-03-26 23:11:10.971794	1	20.9	48.0
2024-03-26 23:11:10.971794	2	9.8	65.0
2024-03-26 23:11:10.997564	1	20.9	48.0
2024-03-26 23:11:10.997564	2	9.8	65.0
2024-03-26 23:11:11.021368	1	21.0	48.0
2024-03-26 23:11:11.021368	2	9.8	65.0
2024-03-26 23:11:11.047147	1	21.0	48.0
2024-03-26 23:11:11.047147	2	9.8	65.0
2024-03-26 23:11:11.074052	1	21.0	48.0
2024-03-26 23:11:11.074052	2	9.8	65.0
2024-03-26 23:11:11.105827	1	21.0	48.0
2024-03-26 23:11:11.105827	2	9.7	65.0
2024-03-26 23:11:11.148149	1	21.0	48.0
2024-03-26 23:11:11.148149	2	9.7	65.0
2024-03-26 23:11:11.176849	1	21.0	48.0
2024-03-26 23:11:11.176849	2	9.7	66.0
2024-03-26 23:11:11.202370	1	21.0	48.0
2024-03-26 23:11:11.202370	2	9.7	66.0
2024-03-26 23:11:11.229221	1	21.0	48.0
2024-03-26 23:11:11.229221	2	9.6	66.0
2024-03-26 23:11:11.250629	1	21.0	48.0
2024-03-26 23:11:11.250629	2	9.6	66.0
2024-03-26 23:11:11.277934	1	21.0	48.0
2024-03-26 23:11:11.277934	2	9.6	66.0
2024-03-26 23:11:11.301821	1	21.0	48.0
2024-03-26 23:11:11.301821	2	9.6	66.0
2024-03-26 23:11:11.329200	1	21.0	48.0
2024-03-26 23:11:11.329200	2	9.6	66.0
2024-03-26 23:11:11.359137	1	21.0	48.0
2024-03-26 23:11:11.359137	2	9.6	66.0
2024-03-26 23:11:11.388193	1	21.0	48.0
2024-03-26 23:11:11.388193	2	9.6	66.0
2024-03-26 23:11:11.412511	1	21.0	48.0
2024-03-26 23:11:11.412511	2	9.6	66.0
2024-03-26 23:11:11.440254	1	21.0	48.0
2024-03-26 23:11:11.440254	2	9.5	66.0
2024-03-26 23:11:11.462745	1	21.0	48.0
2024-03-26 23:11:11.462745	2	9.5	66.0
2024-03-26 23:11:11.488033	1	21.0	48.0
2024-03-26 23:11:11.488033	2	9.5	66.0
2024-03-26 23:11:11.526526	1	21.0	48.0
2024-03-26 23:11:11.526526	2	9.5	66.0
2024-03-26 23:11:11.565697	1	21.0	48.0
2024-03-26 23:11:11.565697	2	9.5	66.0
2024-03-26 23:11:11.594001	1	21.0	48.0
2024-03-26 23:11:11.594001	2	9.5	66.0
2024-03-26 23:11:11.624581	1	21.0	48.0
2024-03-26 23:11:11.624581	2	9.5	66.0
2024-03-26 23:13:37.430649	1	21.0	48.0
2024-03-26 23:13:37.430649	2	9.5	66.0
2024-03-26 23:16:04.104772	1	21.0	48.0
2024-03-26 23:16:04.104772	2	9.4	66.0
2024-03-26 23:19:43.828419	1	21.0	48.0
2024-03-26 23:19:43.828419	2	9.4	66.0
2024-03-26 23:24:47.084699	1	21.0	48.0
2024-03-26 23:24:47.084699	2	9.4	67.0
2024-03-26 23:29:54.603189	1	21.0	48.0
2024-03-26 23:29:54.603189	2	9.4	67.0
2024-03-26 23:29:55.044198	1	21.0	48.0
2024-03-26 23:29:55.044198	2	9.4	67.0
2024-03-26 23:29:55.063359	1	20.9	48.0
2024-03-26 23:29:55.063359	2	9.4	67.0
2024-03-26 23:29:55.082572	1	20.9	48.0
2024-03-26 23:29:55.082572	2	9.4	67.0
2024-03-26 23:29:55.102239	1	20.9	48.0
2024-03-26 23:29:55.102239	2	9.4	67.0
2024-03-26 23:29:55.121977	1	20.9	48.0
2024-03-26 23:29:55.121977	2	9.3	67.0
2024-03-26 23:29:55.139857	1	20.9	48.0
2024-03-26 23:29:55.139857	2	9.3	67.0
2024-03-26 23:29:55.158500	1	20.9	48.0
2024-03-26 23:29:55.158500	2	9.3	67.0
2024-03-26 23:31:18.136198	1	21.0	48.0
2024-03-26 23:31:18.136198	2	9.3	67.0
2024-03-26 23:31:35.380405	1	21.0	48.0
2024-03-26 23:31:35.380405	2	9.3	67.0
2024-03-26 23:34:15.145364	1	20.9	48.0
2024-03-26 23:34:15.145364	2	9.3	67.0
2024-03-26 23:34:31.904220	1	20.9	48.0
2024-03-26 23:34:31.904220	2	9.3	67.0
2024-03-26 23:37:12.111971	1	20.9	48.0
2024-03-26 23:37:12.111971	2	9.3	67.0
2024-03-26 23:37:28.479684	1	20.9	48.0
2024-03-26 23:37:28.479684	2	9.3	67.0
2024-03-26 23:40:09.123511	1	20.9	48.0
2024-03-26 23:40:09.123511	2	9.3	67.0
2024-03-26 23:40:24.922336	1	20.9	48.0
2024-03-26 23:40:24.922336	2	9.2	67.0
2024-03-26 23:43:06.169919	1	20.9	48.0
2024-03-26 23:43:06.169919	2	9.2	67.0
2024-03-26 23:43:21.507498	1	20.9	48.0
2024-03-26 23:43:21.507498	2	9.2	67.0
2024-03-26 23:46:03.151492	1	20.9	48.0
2024-03-26 23:46:03.151492	2	9.2	67.0
2024-03-26 23:49:00.191353	1	21.0	48.0
2024-03-26 23:49:00.191353	2	9.2	67.0
2024-03-26 23:49:14.452667	1	21.0	48.0
2024-03-26 23:49:14.452667	2	9.2	67.0
2024-03-26 23:51:57.132744	1	20.9	48.0
2024-03-26 23:51:57.132744	2	9.2	67.0
2024-03-26 23:52:10.950545	1	20.9	48.0
2024-03-26 23:52:10.950545	2	9.2	67.0
2024-03-26 23:54:54.221674	1	20.9	48.0
2024-03-26 23:54:54.221674	2	9.2	67.0
2024-03-26 23:55:07.455510	1	20.9	48.0
2024-03-26 23:55:07.455510	2	9.1	67.0
2024-03-26 23:57:51.159260	1	20.9	48.0
2024-03-26 23:57:51.159260	2	9.1	67.0
2024-03-26 23:58:03.957107	1	20.9	48.0
2024-03-26 23:58:03.957107	2	9.1	67.0
2024-03-27 00:00:48.152415	1	21.0	48.0
2024-03-27 00:00:48.152415	2	9.1	67.0
2024-03-27 00:01:00.531306	1	21.0	48.0
2024-03-27 00:01:00.531306	2	9.1	67.0
2024-03-27 00:03:45.188963	1	21.0	48.0
2024-03-27 00:03:45.188963	2	9.1	67.0
2024-03-27 00:03:57.057965	1	21.0	48.0
2024-03-27 00:03:57.057965	2	9.0	67.0
2024-03-27 00:06:42.174302	1	21.0	48.0
2024-03-27 00:06:42.174302	2	9.0	67.0
2024-03-27 00:06:53.522199	1	21.0	48.0
2024-03-27 00:06:53.522199	2	9.0	67.0
2024-03-27 00:09:39.241986	1	21.0	48.0
2024-03-27 00:09:39.241986	2	9.0	67.0
2024-03-27 00:09:50.025752	1	21.0	48.0
2024-03-27 00:09:50.025752	2	9.0	67.0
2024-03-27 00:12:36.304543	1	21.0	48.0
2024-03-27 00:12:36.304543	2	9.0	67.0
2024-03-27 00:12:46.523326	1	21.0	48.0
2024-03-27 00:12:46.523326	2	9.0	67.0
